question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response,bleu,rougeL,answer_relevancy,faithfulness,context_precision,context_recall,summarization_score
Should routinely recommended hepatitis A and hepatitis B vaccines continue to be administered to children?,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",COUGH_FAQ_BANK,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",vaccination,"The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress. || The retrieved context does not provide relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. Therefore, no medically important facts can be preserved or summarized. || The retrieved context does not contain relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. Therefore, no medically important facts can be preserved or summarized. || Children are at a greater risk of viral infections, being infected two to three times more frequently than adults. || The retrieved context does not contain relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children.",I do not have enough information to answer this question.,0.0,0.015748031496062992,0.0,1.0,0.0,0.0,0.482716798059431
"If you've already had COVID-19, can you get it again? Do you still need to wear a mask and practice social distancing?","Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",COUGH_FAQ_BANK,"Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",prevention,"Even if a person has had COVID-19 and recovered, there is no clear evidence of long-term immunity. Therefore, they should still practice social distancing and good hand hygiene. || Yes, you can get COVID-19 again after having it once. It is still recommended to wear a mask and practice social distancing. || Individuals who have recovered from COVID-19 should still wear masks, practice good hand hygiene, and maintain social distancing, as immunity may be limited and reinfection is possible. || Yes, it is possible to become reinfected with COVID-19 within a few to several months after the initial illness. Mask-wearing and social distancing may still be recommended. || If you have had COVID-19, reinfection is possible. It is recommended to wear a mask if you have symptoms or are caring for someone with COVID-19. The best protective measures include frequent hand washing, covering your cough, and maintaining a distance of at least 1 meter (3 feet) from others.","Yes, you can get COVID-19 again after having it once. It is still recommended to wear a mask and practice social distancing.",0.0,0.1411764705882353,0.6926455048881625,1.0,0.9999999999,1.0,0.42681564245814896
What should you do if you have symptoms?,"If you have symptoms, please stay home! If the symptoms require medical attention, seek a healthcare provider. If you have been in direct contact with someone who has been confirmed with the COVID-19 virus and you develop symptoms, notify your healthcare provider. Supply them with information regarding your symptoms and that you have had contact with a confirmed case. Do not go to your healthcare provider or an emergency room without contacting your provider or the emergency room first so they may take precautions to protect you and others. If possible, wear a mask or cloth face covering while around others.",COUGH_FAQ_BANK,"If you have symptoms, please stay home! If the symptoms require medical attention, seek a healthcare provider. If you have been in direct contact with someone who has been confirmed with the COVID-19 virus and you develop symptoms, notify your healthcare provider. Supply them with information regarding your symptoms and that you have had contact with a confirmed case. Do not go to your healthcare provider or an emergency room without contacting your provider or the emergency room first so they may take precautions to protect you and others. If possible, wear a mask or cloth face covering while around others.",symptoms,"If you have symptoms, wear a mask or cloth face covering while around others to protect yourself and others. || If you have symptoms, stay home. If symptoms require medical attention, seek a healthcare provider. If you've been in contact with someone confirmed with COVID-19 and develop symptoms, notify your healthcare provider. || If you have symptoms of COVID-19, monitor your symptoms regularly. If you experience difficulty breathing, contact health emergencies immediately. Isolate yourself from others as soon as you suspect symptoms. || If you have severe symptoms, seek medical assistance. Avoid leaving your home unless necessary for medical care, and wear a facemask if you must go out to prevent spreading the virus. || If you have symptoms of COVID-19, seek medical advice by calling first. Provide information about any pre-existing health conditions and medications. Follow the health-care worker's instructions and monitor your symptoms regularly.","If you have symptoms of COVID-19, you should:
1. Stay home and isolate yourself from others as soon as you suspect symptoms.
2. Wear a mask or cloth face covering while around others to protect yourself and others.
3. Monitor your symptoms regularly.
4. If symptoms require medical attention, seek a healthcare provider and call first to provide information about any pre-existing health conditions and medications.
5. If you experience difficulty breathing, contact health emergencies immediately.
6. If you have severe symptoms, seek medical assistance and avoid leaving your home unless necessary for medical care.",0.22791258702609402,0.22110552763819097,0.7963853090856156,1.0,0.9999999999,0.8333333333333334,0.33333333333341464
What is the role of C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) in mother to child transmission of HIV-1?,"High copy numbers of CCL3L1, a potent HIV-1 suppressive ligand for CCR5, are associated with higher chemokine production and lower risk of MTCT of HIV-1 among South African infants",COVID-QA_MASTER,"Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752805/ Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel 2009-10-07 DOI:10.1371/journal.pone.0007211 License:cc-by Abstract: BACKGROUND: Mother-to-child transmission (MTCT) is the main cause of HIV-1 infection in children worldwide. Given that the C-type lectin receptor, dendritic cell-specific ICAM-grabbing non-integrin-related (DC-SIGNR, also known as CD209L or l",transmission,"High copy numbers of CCL3L1, an HIV-1 suppressive ligand for CCR5, are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1 in South African infants. || Low levels of DC-SIGNR in the placenta allow HIV-1 to bind CCR5 on endothelial cells, compromising placental barrier integrity and facilitating the transmission of maternal HIV-1-infected cells to the fetus, leading to mother-to-child transmission (MTCT) of HIV-1. || DC-SIGNR is crucial in the mother-to-child transmission (MTCT) of HIV-1, and impaired placental DC-SIGNR expression increases the risk of transmission. || C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) is not directly mentioned in the retrieved context. However, it is noted that genetic variants in CCR5 influence vertical transmission of HIV-1, with higher expression of CCR5 associated with increased risk of mother-to-child transmission (MTCT) of HIV-1 among sub-Saharan Africans. || The 32-pb deletion polymorphism in CCR5 protects against vertical transmission of HIV-1.",High copy numbers of CCL3L1 are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1 in South African infants.,0.22101807224597594,0.6101694915254238,0.8172963180990646,1.0,0.9999999999,1.0,0.3618090452261538
5. What can I do to protect myself and prevent the spread of disease?,"Protection measures for everyone Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news. You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions: Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water. Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands. Maintain at least 1 meter (3 feet) distance between yourself and anyone who is coughing or sneezing. Why? When someone coughs or sneezes, they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease. Avoid touching eyes, nose and mouth. Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick. Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately. Why? Droplets spread virus. By following good respiratory hygiene, you protect the people around you from viruses such as cold, flu and COVID-19. Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority. Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections. Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ especially if you are an older person or have diabetes, heart or lung disease. Why? You have a higher chance of catching COVID-19 in one of these areas.",COVID19_FAQ,"Protection measures for everyone Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news. You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions: Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water. Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands. Maintain at least 1 meter (3 feet) distance between yourself and anyone who is coughing or sneezing. Why? When someone coughs or sneezes, they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease. Avoid touching eyes, nose and mouth. Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick. Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately. Why? Droplets spread virus. By following good respiratory hygiene, you protect the people around you from viruses such as cold, flu and COVID-19. Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority. Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections. Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ especially if you are an older person or have diabetes, heart or lung disease. Why? You have a higher chance of catching COVID-19 in one of these areas.",transmission,"To protect yourself and prevent the spread of disease, follow good respiratory hygiene by covering your mouth and nose with your elbow or tissue when coughing or sneezing, and dispose of tissues immediately. Stay home if you feel unwell, and seek medical attention if you have a fever, cough, or difficulty breathing. Follow local health authority guidelines for the latest information. Avoid traveling to COVID-19 hotspots, especially if you are older or have underlying health conditions like diabetes, heart, or lung disease. || To protect yourself and prevent the spread of disease, regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water. This kills viruses that may be on your hands. || To protect yourself and prevent the spread of disease, maintain distance to avoid breathing in droplets that may contain the virus. || To protect yourself and prevent the spread of disease, follow these measures: 

1. Stay informed about COVID-19 updates from the WHO and local health authorities.
2. Clean your hands regularly with soap and water or an alcohol-based hand rub to kill viruses.
3. Maintain at least 1 meter (3 feet) distance from anyone who is coughing or sneezing to avoid inhaling droplets that may contain the virus.
4. Avoid touching your eyes, nose, and mouth to prevent transferring viruses from your hands into your body. || To protect yourself and prevent the spread of disease, practice good hygiene, such as regular handwashing, and follow public health guidelines.","To protect yourself and prevent the spread of disease, you can:

1. Cover your mouth and nose with your elbow or tissue when coughing or sneezing, and dispose of tissues immediately.
2. Stay home if you feel unwell, and seek medical attention if you have a fever, cough, or difficulty breathing.
3. Follow local health authority guidelines for the latest information.
4. Avoid traveling to COVID-19 hotspots, especially if you are older or have underlying health conditions.
5. Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.
6. Maintain at least 1 meter (3 feet) distance from anyone who is coughing or sneezing.
7. Avoid touching your eyes, nose, and mouth to prevent transferring viruses from your hands into your body.",0.05908643857371814,0.19964349376114082,0.7966328295479443,1.0,0.9999999999,0.9333333333333333,0.6469227753822091
What chest diseases and pneumonia were identified as leading causes prior to the availability of vaccines?,"prior to availability of new conjugate vaccines confirmed S. pneumoniae and H. influenzae type B as the most important bacterial causes of pneumonia, with Staphylococcus aureus and Klebsiella pneumoniae associated with some severe cases. Respiratory syncytial virus was the leading viral cause, identified in 15-40% of pneumonia cases, followed by influenza A and B, parainfluenza, human metapneumovirus and adenovirus",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Prior to the availability of vaccines, the leading bacterial causes of pneumonia were S. pneumoniae and H. influenzae type B, with Staphylococcus aureus and Klebsiella pneumoniae linked to severe cases. The leading viral cause was respiratory syncytial virus. || Prior to the availability of vaccines, the leading causes of pneumonia included syncytial virus (15-40% of cases), influenza A and B, parainfluenza, human metapneumovirus, and adenovirus. || Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included Haemophilus influenzae type b and Streptococcus pneumoniae. || Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included incomplete or inadequate vaccination, low birth weight, and associated increased odds of severe pneumonia, particularly in low- and middle-income countries. || Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included tuberculosis and complications from inhaled foreign bodies.","Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included:
- Streptococcus pneumoniae
- Haemophilus influenzae type b
- Staphylococcus aureus
- Klebsiella pneumoniae
- Tuberculosis
- Complications from inhaled foreign bodies
- Respiratory syncytial virus
- Influenza A and B
- Parainfluenza
- Human metapneumovirus
- Adenovirus.",0.0,0.4752475247524752,0.9082888474333698,0.8181818181818182,0.9999999999,1.0,0.19379194630877622
What are the symptoms of HBoV1 infection?,"cough, rhinitis, fever",COVID-QA_MASTER,"Epidemiology of HBoV1 infection and relationship with meteorological conditions in hospitalized pediatric patients with acute respiratory illness: a 7-year study in a subtropical region https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6048719/ SHA: f2f78c95ab378a31bd35dc1de84e0ec75eb7ce1b Authors: Liu, Wen-Kuan; Liu, Qian; Chen, De-Hui; Tan, Wei-Ping; Cai, Yong; Qiu, Shu-Yan; Xu, Duo; Li, Chi; Li, Xiao; Lin, Zheng-Shi; Zhou, Rong Date: 2018-07-16 DOI: 10.1186/s12879-018-3225-3 License: cc-by Abstract: BACKGROUND: Human bocavirus 1 (HBoV1) is an important cause of acute respiratory illness (ARI",symptoms,"Symptoms of HBoV1 infection include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || The retrieved context is irrelevant to the query about HBoV1 infection symptoms. Please provide relevant information regarding HBoV1 symptoms for a concise and factual response. || Symptoms of HBoV1 infection include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || Symptoms of HBoV1 infection include fever, cough, shortness of breath, new loss of taste or smell, aches or muscle pain, sore throat, chills, headache, congestion or runny nose, nausea or vomiting, and diarrhea. || Symptoms of HBoV1 infection include cough, shortness of breath, fever, chills, muscle pain, sore throat, new loss of taste or smell, and less common symptoms such as nausea, vomiting, or diarrhea.","Symptoms of HBoV1 infection include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea.",0.0,0.05263157894736842,0.999992297366085,1.0,0.9999999999,0.6666666666666666,0.31375838926177624
