question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response,bleu,rougeL,answer_relevancy,faithfulness,context_precision,context_recall,summarization_score
10. Are the symptoms of COVID-19 different in children than in adults?,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",COVID19_FAQ,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",symptoms,"The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. It is unclear if some children, particularly those with underlying medical conditions, are at higher risk for severe illness. || The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. || Children exhibit similar cold-like symptoms to adults, including fever, runny nose, and cough. Severe symptoms are uncommon, with some children experiencing vomiting and diarrhea. || The symptoms of COVID-19 are similar in children and adults, including fever, cough, and difficulty breathing. || The most common symptoms of COVID-19 include fever, tiredness, and dry cough, with some patients experiencing aches, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and can begin gradually. Some individuals may be asymptomatic. Serious illness, including difficulty breathing, occurs in about 1 in 6 cases, particularly in older adults and those with underlying health conditions.","The available information says the symptoms in children are similar to those in adults but are typically milder. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea; severe symptoms are uncommon (though difficulty breathing is listed as a possible symptom). It is unclear from the provided sources whether some children (for example, those with underlying medical conditions) are at higher risk for severe illness. Adults may also have symptoms such as tiredness and dry cough, and serious illness is more common among older adults and people with underlying health conditions.",0.19946105101656295,0.33707865168539325,0.0,0.875,0.9999999999,0.8333333333333334,0.33333333333342663
What is the percentage reduction in pneumonia cases due to vaccination?,"Haemophilus influenzae type B conjugate vaccination in high-burden communities, the vaccination was associated with an 18% decrease in radiologic pneumonia [13] . Introduction of pneumococcal conjugate vaccination was associated with a 26% decrease in radiologic pneumonia in California between 1995 and 1998 [14] . In vaccine efficacy trials in low-and middle-income countries, pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia [15] , 25% in South Africa [16] and 26% in the Philippines",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Haemophilus influenzae type B conjugate vaccination is associated with an 18% decrease in radiologic pneumonia. Pneumococcal conjugate vaccination is associated with a 26% decrease in radiologic pneumonia. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines. || Vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks in South Africa. || The 10-valent pneumococcal conjugate vaccine has a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America. || There has been a 25% decrease in the incidence of pneumonia in low-and middle-income countries, from 0.29 episodes per child year in 2000 to 0.22 episodes per child year in 2010.","The context reports multiple estimates depending on vaccine and setting: 
- Haemophilus influenzae type b (Hib) conjugate vaccine: 18% decrease in radiologic pneumonia.
- Pneumococcal conjugate vaccine (overall): 26% decrease in radiologic pneumonia.
- Pneumococcal conjugate vaccine by country: 37% reduction in the Gambia, 25% in South Africa, and 26% in the Philippines (radiologic pneumonia).
- PCV13 (Vaccination-13) efficacy: 39% reduction in presumed bacterial pneumonia in children >16 weeks in South Africa.
- 10-valent PCV efficacy: 22% reduction in presumed bacterial pneumonia in young children in South America.
- Overall pneumonia incidence in low- and middle-income countries fell by 25% (from 0.29 to 0.22 episodes per child-year) between 2000 and 2010.

If you want a single summary number, the context does not provide one unified percentage—reductions vary by vaccine type and location.",0.1439813498511944,0.3173076923076923,0.0,0.9090909090909091,0.9999999999,0.4,0.10000000000008394
Why is their controversy surrounding the FIPV vaccine?,"the vaccine contains type 2 strain, whereas type 1 viruses are more prevalent in the field",COVID-QA_MASTER,"In Vitro Antiviral Activity of Circular Triple Helix Forming Oligonucleotide RNA towards Feline Infectious Peritonitis Virus Replication https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3950953/ SHA: f5ad2323eb387f6e271e2842bb2cc4a33504fde3 Authors: Choong, Oi Kuan; Mehrbod, Parvaneh; Tejo, Bimo Ario; Omar, Abdul Rahman Date: 2014-02-20 DOI: 10.1155/2014/654712 License: cc-by Abstract: Feline Infectious Peritonitis (FIP) is a severe fatal immune-augmented disease in cat population. It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV). Current treatmen",vaccination,"The controversy surrounding the FIPV vaccine stems from multiple challenges in vaccine development, including identifying suitable viral proteins as antigens, ensuring the stability and efficacy of these proteins, and the lengthy process of clinical trials. Each vaccine candidate must undergo extensive testing in animals and adhere to Good Manufacturing Practices (GMP) for large-scale production, which complicates and prolongs the development process. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to Feline Infectious Peritonitis (FIP). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While a cat with FIP is not infectious to other cats, they can shed the virus intermittently, especially if they are immune-compromised. The mutation of FCoV to a form that causes FIP is more likely in crowded environments or with multiple exposures. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While a cat with FIP is not infectious to other cats, they can contract FCoV. The mutation to a form of the virus that causes FIP is more likely in immune-compromised cats, and most FIP cases occur in cats under one year old. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While cats with FIP are not contagious, they can shed the coronavirus, particularly if they are immune-compromised. The mutation of FCoV to FIP is more likely in younger cats or those in crowded conditions. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. Cats can shed the virus intermittently, and the mutation to a form that causes FIP is more likely in immune-compromised cats, particularly those that are younger or frequently reinfected. This uncertainty about transmission and infection status contributes to the controversy regarding vaccination and management of FIP.","The controversy arises from two linked sets of problems described in the sources: (1) technical and regulatory challenges in making a vaccine — difficulty identifying suitable viral proteins as antigens, ensuring those proteins are stable and effective, the long and costly clinical‑testing process, and the need for GMP production for large‑scale manufacture; and (2) biological and epidemiological uncertainty about FCoV/FIP — cats can carry or be exposed to feline coronavirus without symptoms, FIP may develop years later and only in some exposed cats, there is no reliable diagnostic test for FIP other than biopsy, infected cats can shed virus intermittently (especially if immune‑compromised), and the mutation from FCoV to FIP‑causing forms is more likely in young, immune‑compromised, or crowded populations. Those development hurdles plus uncertainty about who is at risk, when disease will occur, and how transmission and mutation behave contribute to the controversy over an FIPV vaccine.",0.0,0.07142857142857142,0.6812910696608357,1.0,0.0,0.0,8.393286066166183e-14
Should routinely recommended hepatitis A and hepatitis B vaccines continue to be administered to children?,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",COUGH_FAQ_BANK,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",vaccination,"The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress. || The retrieved context does not provide relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. Therefore, no medically important facts can be preserved or summarized. || The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress. || The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress. || The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress.",I do not have enough information to answer this question. The provided context does not contain information about hepatitis A and hepatitis B vaccines for children.,5.19204432638912e-05,0.05185185185185186,0.0,1.0,0.0,0.5555555555555556,0.45027289266222253
"If you've already had COVID-19, can you get it again? Do you still need to wear a mask and practice social distancing?","Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",COUGH_FAQ_BANK,"Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",prevention,"Even if a person has had COVID-19 and recovered, there is no clear evidence of long-term immunity. Therefore, they should still practice social distancing and good hand hygiene. || Yes, you can get COVID-19 again after having it once. It is still recommended to wear a mask and practice social distancing. || Individuals who have recovered from COVID-19 should still wear masks, practice good hand hygiene, and maintain social distancing, as immunity may be limited and reinfection is possible. || Yes, it is possible to become reinfected with COVID-19 within a few to several months after the initial illness. Mask-wearing and social distancing may still be recommended. || If you have had COVID-19, reinfection is possible. It is recommended to wear a mask if you have symptoms or are caring for someone with COVID-19. The best protective measures include frequent hand washing, covering your cough, and maintaining a distance of at least 1 meter (3 feet) from others.","Yes — reinfection is possible. The provided sources say there is no clear evidence of long-term immunity and you can get COVID-19 again, sometimes within a few to several months. They recommend continuing precautions: wear a mask (especially if you have symptoms or are caring for someone with COVID-19), practice social distancing, and follow good hand hygiene (frequent hand washing, covering coughs). Maintaining a distance of at least 1 meter (3 feet) is also recommended.",0.0,0.2589928057553957,0.6063284786112276,1.0,0.9999999999,1.0,0.20000000000013968
What should you do if you have symptoms?,"If you have symptoms, please stay home! If the symptoms require medical attention, seek a healthcare provider. If you have been in direct contact with someone who has been confirmed with the COVID-19 virus and you develop symptoms, notify your healthcare provider. Supply them with information regarding your symptoms and that you have had contact with a confirmed case. Do not go to your healthcare provider or an emergency room without contacting your provider or the emergency room first so they may take precautions to protect you and others. If possible, wear a mask or cloth face covering while around others.",COUGH_FAQ_BANK,"If you have symptoms, please stay home! If the symptoms require medical attention, seek a healthcare provider. If you have been in direct contact with someone who has been confirmed with the COVID-19 virus and you develop symptoms, notify your healthcare provider. Supply them with information regarding your symptoms and that you have had contact with a confirmed case. Do not go to your healthcare provider or an emergency room without contacting your provider or the emergency room first so they may take precautions to protect you and others. If possible, wear a mask or cloth face covering while around others.",symptoms,"If you have symptoms, wear a mask or cloth face covering while around others to protect yourself and others. || If you have symptoms, stay home. If symptoms require medical attention, seek a healthcare provider. If you've been in contact with someone confirmed with COVID-19 and develop symptoms, notify your healthcare provider. || If you have symptoms of COVID-19, monitor them regularly. If you experience difficulty breathing, contact health emergencies immediately. Isolate yourself from others as soon as you suspect symptoms. || If you have severe symptoms, seek medical assistance. Avoid leaving your home unless necessary for medical care, and wear a facemask if you must go out to prevent spreading the virus. || If you have symptoms of COVID-19, seek medical advice by calling first. Provide information about any pre-existing health conditions and medications. Follow the healthcare worker's instructions and monitor your symptoms regularly.","If you have symptoms, follow these actions from the provided sources:

- Stay home and isolate yourself from others as soon as you suspect symptoms.  
- Wear a mask or cloth face covering while around others (and wear a facemask if you must go out for medical care).  
- Monitor your symptoms regularly.  
- If symptoms require medical attention or are severe, seek medical assistance—call first to get medical advice and follow the healthcare worker’s instructions. Provide information about any pre-existing conditions and medications when you call.  
- If you experience difficulty breathing, contact health emergencies immediately.  
- If you were in contact with someone confirmed with COVID-19 and you develop symptoms, notify your healthcare provider.

I do not have enough information to provide additional details beyond what the sources state.",0.20150353461616874,0.3030303030303031,0.0,0.9090909090909091,0.9999999999,0.8333333333333334,0.5000000000000813
What is the role of C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) in mother to child transmission of HIV-1?,"High copy numbers of CCL3L1, a potent HIV-1 suppressive ligand for CCR5, are associated with higher chemokine production and lower risk of MTCT of HIV-1 among South African infants",COVID-QA_MASTER,"Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752805/ Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel 2009-10-07 DOI:10.1371/journal.pone.0007211 License:cc-by Abstract: BACKGROUND: Mother-to-child transmission (MTCT) is the main cause of HIV-1 infection in children worldwide. Given that the C-type lectin receptor, dendritic cell-specific ICAM-grabbing non-integrin-related (DC-SIGNR, also known as CD209L or l",transmission,"High copy numbers of CCL3L1, an HIV-1 suppressive ligand for CCR5, are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1 in South African infants. || Low levels of DC-SIGNR in the placenta allow HIV-1 to preferentially bind CCR5 on endothelial cells, compromising placental barrier integrity and facilitating the transmission of maternal HIV-1-infected cells to the fetus, thus enhancing mother-to-child transmission (MTCT) of HIV-1. || DC-SIGNR is crucial in the mother-to-child transmission (MTCT) of HIV-1, and impaired placental DC-SIGNR expression increases the risk of transmission. || C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) is not directly mentioned in the retrieved context. However, it is noted that genetic variants in CCR5, which may interact with CCL3L1, influence vertical transmission of HIV-1. Higher expression of CCR5 is associated with an increased risk of mother-to-child transmission (MTCT) of HIV-1 among sub-Saharan Africans. || The 32-pb deletion polymorphism in CCR5 protects against vertical transmission of HIV-1.","According to the provided context, CCL3L1 is an HIV-1–suppressive ligand for CCR5. High copy numbers of CCL3L1 are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1 in South African infants. The context also notes that CCR5 genetic variants (which may interact with CCL3L1) influence vertical transmission, with higher CCR5 expression associated with increased MTCT risk. I do not have enough information beyond these findings in the provided context.",0.09736954000077032,0.36036036036036034,0.0,0.8571428571428571,0.9999999999,1.0,0.0737018425461351
5. What can I do to protect myself and prevent the spread of disease?,"Protection measures for everyone Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news. You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions: Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water. Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands. Maintain at least 1 meter (3 feet) distance between yourself and anyone who is coughing or sneezing. Why? When someone coughs or sneezes, they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease. Avoid touching eyes, nose and mouth. Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick. Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately. Why? Droplets spread virus. By following good respiratory hygiene, you protect the people around you from viruses such as cold, flu and COVID-19. Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority. Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections. Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ especially if you are an older person or have diabetes, heart or lung disease. Why? You have a higher chance of catching COVID-19 in one of these areas.",COVID19_FAQ,"Protection measures for everyone Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news. You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions: Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water. Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands. Maintain at least 1 meter (3 feet) distance between yourself and anyone who is coughing or sneezing. Why? When someone coughs or sneezes, they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease. Avoid touching eyes, nose and mouth. Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick. Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately. Why? Droplets spread virus. By following good respiratory hygiene, you protect the people around you from viruses such as cold, flu and COVID-19. Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority. Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections. Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ especially if you are an older person or have diabetes, heart or lung disease. Why? You have a higher chance of catching COVID-19 in one of these areas.",transmission,"To protect yourself and prevent the spread of disease, follow good respiratory hygiene by covering your mouth and nose with your elbow or tissue when coughing or sneezing, and dispose of tissues immediately. Stay home if you feel unwell, and seek medical attention if you have a fever, cough, or difficulty breathing. Follow local health authority guidelines for the latest information. Avoid traveling to COVID-19 hotspots, especially if you are older or have underlying health conditions like diabetes, heart, or lung disease. || Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water to kill viruses that may be on your hands. || To protect yourself and prevent the spread of disease, maintain distance to avoid breathing in droplets that may contain the virus. || To protect yourself and prevent the spread of disease, follow these measures: 

1. Stay informed about COVID-19 through reliable sources like the WHO and local health authorities.
2. Clean your hands regularly with soap and water or an alcohol-based hand rub to kill viruses.
3. Maintain at least 1 meter (3 feet) distance from anyone who is coughing or sneezing to avoid inhaling droplets that may contain the virus.
4. Avoid touching your eyes, nose, and mouth to prevent transferring viruses from your hands into your body. || To protect yourself and prevent the spread of disease, call your health care provider in advance to be directed to the appropriate health facility. This helps protect you and reduce the spread of infections.","You can protect yourself and prevent the spread of disease by doing the following:

- Cover your mouth and nose with your elbow or a tissue when coughing or sneezing, and dispose of tissues immediately.
- Stay home if you feel unwell; seek medical attention if you have a fever, cough, or difficulty breathing.  
- Call your health care provider in advance to be directed to the appropriate health facility.  
- Clean your hands regularly and thoroughly with soap and water or an alcohol-based hand rub.  
- Maintain at least 1 meter (3 feet) distance from anyone who is coughing or sneezing.  
- Avoid touching your eyes, nose, and mouth.  
- Follow local health authority and reliable sources (e.g., WHO) for the latest guidance.  
- Avoid traveling to COVID-19 hotspots, especially if you are older or have underlying conditions such as diabetes or heart or lung disease.",0.06102744782764973,0.2276707530647986,0.7966328295479443,1.0,0.9999999999,0.9230769230769231,0.6786946295570432
What chest diseases and pneumonia were identified as leading causes prior to the availability of vaccines?,"prior to availability of new conjugate vaccines confirmed S. pneumoniae and H. influenzae type B as the most important bacterial causes of pneumonia, with Staphylococcus aureus and Klebsiella pneumoniae associated with some severe cases. Respiratory syncytial virus was the leading viral cause, identified in 15-40% of pneumonia cases, followed by influenza A and B, parainfluenza, human metapneumovirus and adenovirus",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Prior to the availability of vaccines, the leading bacterial causes of pneumonia were S. pneumoniae and H. influenzae type B, with Staphylococcus aureus and Klebsiella pneumoniae linked to severe cases. The leading viral cause was respiratory syncytial virus. || Prior to the availability of vaccines, the leading causes of pneumonia included syncytial virus (15-40% of cases), influenza A and B, parainfluenza, human metapneumovirus, and adenovirus. || Prior to the availability of vaccines, major viruses identified as leading causes of chest diseases and pneumonia include Influenza viruses, Respiratory Syncytial viruses (RSV), and Parainfluenza viruses. || Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included Haemophilus influenzae type b and Streptococcus pneumoniae. || Prior to the availability of vaccines, leading causes of chest diseases and pneumonia included incomplete or inadequate vaccination, low birth weight, and associated increased odds of severe pneumonia, particularly in low- and middle-income countries.","Prior to the availability of vaccines, the sources identify the following as leading causes of chest diseases and pneumonia:

- Bacterial: Streptococcus pneumoniae and Haemophilus influenzae type b; Staphylococcus aureus and Klebsiella pneumoniae were linked to severe cases.
- Viral: Respiratory syncytial virus (RSV) (reported as 15–40% of cases), influenza A and B, parainfluenza viruses, human metapneumovirus, and adenovirus (also broadly listed as influenza, RSV, and parainfluenza).
- Contributing risk factors noted: incomplete or inadequate vaccination and low birth weight, which were associated with increased odds of severe pneumonia, particularly in low- and middle-income countries.

I do not have additional information beyond these points in the provided context.",0.11776246999264643,0.39520958083832336,0.0,0.9,0.9999999999,1.0,8.393286066166183e-14
What are the symptoms of HBoV1 infection?,"cough, rhinitis, fever",COVID-QA_MASTER,"Epidemiology of HBoV1 infection and relationship with meteorological conditions in hospitalized pediatric patients with acute respiratory illness: a 7-year study in a subtropical region https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6048719/ SHA: f2f78c95ab378a31bd35dc1de84e0ec75eb7ce1b Authors: Liu, Wen-Kuan; Liu, Qian; Chen, De-Hui; Tan, Wei-Ping; Cai, Yong; Qiu, Shu-Yan; Xu, Duo; Li, Chi; Li, Xiao; Lin, Zheng-Shi; Zhou, Rong Date: 2018-07-16 DOI: 10.1186/s12879-018-3225-3 License: cc-by Abstract: BACKGROUND: Human bocavirus 1 (HBoV1) is an important cause of acute respiratory illness (ARI",symptoms,"Symptoms of HBoV1 infection include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || The retrieved context does not provide information about HBoV1 infection symptoms. Please provide relevant text regarding HBoV1 for accurate compression. || The retrieved context does not provide information on HBoV1 infection symptoms. Please refer to specific sources for HBoV1-related symptoms. || The retrieved context does not contain relevant information about HBoV1 infection symptoms. Please provide the correct context for a concise and factual response. || Symptoms of HBoV1 infection include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea.",Symptoms of HBoV1 infection include: fever or chills; cough; shortness of breath; fatigue; muscle or body aches; headache; loss of taste or smell (listed as “new loss” in one source); sore throat; congestion or runny nose; nausea or vomiting; and diarrhea.,0.0,0.04545454545454545,0.9999998729798959,1.0,0.9999999999,0.6666666666666666,0.2852348993288951
